User;UserID;TweetId;LABEL;Is this a RT?;Is there an URL?;Has it been RT?;Has it been replied?;is it  a reply?;#ofREPLIES;#ofRT;#ofFollowers;#ofFollowings;#ofStatuses
JCPHS;285592230;727223231187419000;NR;YES;YES;NO;NO;NO;0;0;3001;181;311
johannawj80;2299848701;727222741632471000;NR;YES;YES;NO;NO;NO;0;0;472;15;51
universe2519;389841834;727222171039232000;NR;YES;YES;NO;NO;NO;0;0;26379;54772;60179
ArkhamIrwin;1408132639;727222117503259000;R;YES;NO;NO;NO;NO;0;0;52938;3778;1465
EnviroEdgeNews;171828737;727220790941352000;NR;NO;YES;NO;NO;NO;0;0;30178;2764;2473
EpiDoctor;332965020;727220673907667000;NR;YES;YES;NO;NO;NO;0;0;5082;1339;129
CallawayMD;109695598;727220137128915000;NR;YES;YES;NO;NO;NO;0;0;1462;84;295
EnviroEdgeNews;171828737;727219896627696000;NR;NO;YES;NO;NO;NO;0;0;30178;2764;2473
HablameLatiNo;463423924;727219892794102000;R;NO;YES;NO;NO;NO;0;0;7756;592;653
MosquitoMikeLLC;4719514574;727219012472443000;NR;NO;YES;NO;NO;NO;0;0;82;92;286
KinolaiHealth;3041054075;727217593157722000;R;NO;YES;NO;NO;NO;0;0;20356;5295;5572
KinolaiHealth;3041054075;727217592281109000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
jnkay;20530177;727217207999107000;NR;YES;YES;NO;NO;NO;0;0;10268;1323;280
mevers90;1702865540;727216765030293000;R;YES;YES;NO;NO;NO;0;0;66699;418;122
newacademic;23620605;727216481767940000;R;YES;YES;NO;NO;NO;0;0;101469;1943;2339
FAScientists;19939139;727216111859569000;R;NO;YES;YES;NO;NO;0;2;6175;11594;284
AmyNdong;3367853963;727214797591351000;NR;YES;YES;NO;NO;NO;0;0;7372;123;134
CAPenniman;2539652617;727214556020396000;NR;YES;YES;NO;NO;NO;0;0;5764;57;210
APHAMensHealth;569273414;727214311605723000;NR;NO;YES;NO;NO;NO;0;0;4546;420;360
roseegmiller;723944377530249000;727214062057087000;NR;YES;YES;NO;NO;NO;0;0;32;12;105
CareFreeEnzymes;496094537;727214014862922000;R;NO;NO;NO;NO;NO;0;0;436;1478;3818
JonathanColeMD;248978152;727213599668605000;NR;NO;YES;NO;NO;NO;0;0;3299;221;149
Tater_Tot71;970963932;727213409251422000;R;YES;NO;NO;NO;NO;0;0;6272;562;660
scuethics;29254967;727213401324307000;R;NO;NO;NO;NO;NO;0;0;6546;2356;2408
SEleopoulos;700860292834718000;727213213083918000;R;YES;YES;NO;NO;NO;0;0;2243;118;292
lundmarija;3066052485;727213205898981000;NR;NO;YES;NO;NO;NO;0;0;29360;539;382
Zika_News;4871353966;727212885462684000;R;NO;YES;YES;NO;NO;0;1;9516;4381;2532
shopperann68;2358490897;727212766193312000;R;YES;NO;NO;NO;NO;0;0;18225;1155;1678
CareFreeEnzymes;496094537;727212362974024000;R;NO;NO;YES;NO;NO;0;1;436;1478;3818
MindOfMo;30833130;727212093288534000;R;NO;NO;NO;NO;NO;0;0;73560;635;19
BetterWorldOrg;59179684;727211799368634000;NR;NO;YES;NO;NO;NO;0;0;9414;6037;2370
NutriGreenTulsa;460721808;727211602517308000;R;NO;YES;NO;NO;NO;0;0;669;121;48
hector007_i;2273110504;727211308949594000;NR;YES;YES;NO;NO;NO;0;0;3820;344;1060
TCPalmEKiller;1154837329;727211053696823000;R;NO;YES;NO;NO;NO;0;0;14871;1825;2024
ClarkeMosquito;222114641;727210717875704000;NR;YES;YES;NO;NO;NO;0;0;377;206;628
CDCemergency;19658936;727210585826427000;NR;YES;YES;NO;NO;NO;0;0;4576;1735994;554
AJTMH;429407896;727210410668089000;NR;NO;YES;NO;NO;NO;0;0;252;431;182
ppacutah;40262504;727207051080917000;NR;YES;YES;NO;NO;NO;0;0;11844;992;1102
TJoanides;346725017;727206461055455000;NR;YES;YES;NO;NO;NO;0;0;5775;470;622
Ennaidcures;1430543228;727206050299007000;NR;NO;YES;NO;NO;NO;0;0;853;241;132
SexyHealthTips;2546920704;727203539689312000;NR;YES;NO;NO;NO;NO;0;0;214529;2585;227
TheGetRidOfCrew;4894134382;727203536371479000;NR;YES;NO;NO;NO;NO;0;0;2046;321;1497
RVAHealthDept;50006410;727202881523294000;NR;NO;NO;YES;NO;NO;0;2;1447;208;171
TrillOG96;1145958295;727202585027826000;R;YES;NO;NO;NO;NO;0;0;21364;340;242
mjacosta67;1567124911;727202057229373000;R;YES;NO;NO;NO;NO;0;0;532;87;217
szlrmigerialamm;243140016;727201497017111000;NR;YES;YES;NO;NO;NO;0;0;13422;84;94
Rki009;438492113;727200940189590000;NR;YES;YES;NO;NO;NO;0;0;12701;864;1793
notagentsmith;250776493;727200806424949000;NR;YES;YES;NO;NO;NO;0;0;70460;816;1355
Chemex_Ind;4753959397;727200804227142000;NR;NO;YES;NO;NO;NO;0;0;1034;10;0
MeredithJaggard;321496936;727200549184102000;R;NO;NO;NO;NO;NO;0;0;4973;653;880
KinolaiHealth;3041054075;727200344376124000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
KinolaiHealth;3041054075;727200341108781000;R;NO;YES;NO;NO;NO;0;0;20356;5295;5572
KinolaiHealth;3041054075;727200340408332000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
KinolaiHealth;3041054075;727200339582013000;R;NO;YES;NO;NO;NO;0;0;20356;5295;5572
forthisItweet;4839340449;727198381345395000;NR;YES;YES;NO;NO;NO;0;0;3226;917;1666
lisafriesem;2407923138;727197713184465000;NR;YES;YES;NO;NO;NO;0;0;1192;309;392
AmyMasturaTahir;1531468903;727197560876606000;R;YES;NO;NO;NO;NO;0;0;8438;669;451
MhdAfiqJasmuri;707121007;727196626016592000;R;YES;NO;NO;NO;NO;0;0;5386;580;266
PPFA;402957663;727196242720092000;NR;NO;YES;YES;NO;NO;0;7;6565;75467;647
almedassoc;2707130960;727196037996286000;NR;NO;YES;NO;NO;NO;0;0;1297;296;230
FleetStClinic;2974935334;727195956706460000;NR;NO;YES;NO;NO;NO;0;0;476;148;323
3DOTNEWS;2385687918;727195260233732000;R;NO;YES;NO;NO;NO;0;0;31900;2798;2809
DnBCanada;2493454278;727194951847653000;NR;NO;YES;NO;NO;NO;0;0;1348;687;562
azannn_;2191482096;727193737659560000;R;YES;NO;NO;NO;NO;0;0;18561;473;360
SunrisePremiere;349180026;727192443007959000;R;NO;YES;NO;NO;NO;0;0;221;182;40
chikavansa;102284189;727192355955048000;R;YES;NO;NO;NO;NO;0;0;15303;427;442
DhakaTribune;756796452;727190940864012000;R;NO;YES;NO;NO;NO;0;0;23977;51075;47
zika_map;726450926383338000;727190413518451000;R;NO;YES;NO;NO;NO;0;0;24;0;0
AnaRodWrites;2754910352;727190387559780000;NR;YES;YES;NO;NO;NO;0;0;1496;174;542
zika_map;726450926383338000;727190383436947000;R;NO;YES;NO;NO;NO;0;0;24;0;0
zika_map;726450926383338000;727190366022160000;R;NO;YES;NO;NO;NO;0;0;24;0;0
zika_map;726450926383338000;727190345025524000;R;NO;YES;NO;NO;NO;0;0;24;0;0
zika_map;726450926383338000;727190319889015000;R;NO;YES;NO;NO;NO;0;0;24;0;0
zika_map;726450926383338000;727190300721074000;R;NO;YES;NO;NO;NO;0;0;24;0;0
Farid_Yazid;346420091;727190058915140000;R;YES;NO;NO;NO;NO;0;0;1628;163;347
Visitkarte;84685398;727189499416072000;R;YES;NO;NO;NO;NO;0;0;191386;2689;2906
serial54;517255949;727189024239055000;R;YES;NO;NO;NO;NO;0;0;86593;1575;1400
mch7576;754135908;727188847029690000;R;YES;NO;NO;NO;NO;0;0;215761;40749;39471
wbruce44;185289508;727187966934675000;NR;YES;YES;NO;NO;NO;0;0;68271;3434;3327
MarcGozlan;2826292747;727186416241926000;NR;NO;YES;NO;NO;NO;0;0;12591;2312;1843
rossyeatyx;1290043248;727186058807382000;R;YES;NO;NO;NO;NO;0;0;50896;652;308
virusesrock;3418312396;727185620515316000;NR;YES;YES;NO;NO;NO;0;0;1997;78;154
hprocak;348221039;727184362362524000;R;YES;NO;NO;NO;NO;0;0;33924;447;216
BCCFP;1636142508;727182269778113000;NR;YES;YES;NO;NO;NO;0;0;886;648;1051
alysaaataufid;523565504;727181885122605000;R;YES;NO;NO;NO;NO;0;0;25341;582;369
FluTrackers;19087092;727181794349597000;R;NO;YES;NO;NO;NO;0;0;75678;5352;398
LafeberVet;485777562;727181259416416000;NR;NO;YES;NO;NO;NO;0;0;5556;935;985
BrookeClarke133;3910932863;727181028431819000;R;YES;NO;NO;NO;NO;0;0;788;68;285
MarcGozlan;2826292747;727181005493248000;NR;NO;YES;NO;NO;NO;0;0;12591;2312;1843
Cyber_Stuff_;272419721;727180978247098000;R;NO;YES;NO;NO;NO;0;0;26139;1150;1079
EhArepp;1030739611;727179159630283000;R;YES;NO;NO;NO;NO;0;0;25366;544;370
CrouseLaw;260779572;727178449916432000;R;NO;YES;NO;NO;NO;0;0;30400;1850;1805
ErfaRauhah;395359246;727178442077147000;R;YES;NO;NO;NO;NO;0;0;12086;540;344
yaro4real;397060637;727178388016890000;R;YES;NO;NO;NO;NO;0;0;2520;228;263
safrayasin;1291945934;727178078074470000;R;YES;NO;NO;NO;NO;0;0;62623;688;195
frnkvdmr;1899091130;727177760783770000;NR;YES;YES;NO;NO;NO;0;0;442;182;414
ZikaVirusNews;4579860622;727177682035712000;R;NO;YES;NO;NO;NO;0;0;1791;23;0
ZikaVirusNews;4579860622;727177680928436000;R;NO;YES;NO;NO;NO;0;0;1791;23;0
ZikaVirusNews;4579860622;727177680219566000;NR;NO;YES;NO;NO;NO;0;0;1791;23;0
larascott55;304054386;727177363939676000;R;YES;NO;NO;NO;NO;0;0;13390;656;748
syafiQah_nasuha;586445703;727177355962130000;R;YES;NO;NO;NO;NO;0;0;44809;557;281
NRabhy;1273076989;727177069688410000;R;YES;NO;NO;NO;NO;0;0;4985;340;485
budu_strawberry;1262469920;727177060557279000;R;YES;NO;NO;NO;NO;0;0;18616;464;444
USGLC;15603311;727177015632249000;NR;NO;YES;NO;NO;NO;0;0;7231;8496;3171
ansar_boy;1338446269;727176768294117000;R;YES;NO;NO;NO;NO;0;0;97;43;249
AfonsoJames17;2778134305;727176568020328000;R;YES;NO;NO;NO;NO;0;0;12568;448;449
sarahadlyna;92969101;727176505680257000;R;YES;NO;NO;NO;NO;0;0;51560;693;486
misssdaaisy;1210231400;727176369080168000;R;YES;NO;NO;NO;NO;0;0;9507;603;638
RY_dinDiiRtY;350127745;727176199970144000;R;YES;NO;NO;NO;NO;0;0;9948;657;686
MattLaTorreProb;620383916;727176087550075000;R;YES;NO;NO;NO;NO;0;0;20299;442;214
tphaswana5;4745059036;727176028788023000;R;YES;NO;NO;NO;NO;0;0;336;140;210
MyRealLiife;1494402199;727175975935594000;R;YES;NO;NO;NO;NO;0;0;10825;189;222
Hard_Slammin;73955202;727175922990875000;R;YES;NO;NO;NO;NO;0;0;51440;832;1419
Kay_luh03;171710908;727175920843248000;R;YES;NO;NO;NO;NO;0;0;18337;620;973
jadelyndseey;185978150;727175836646949000;R;YES;NO;NO;NO;NO;0;0;27445;1321;394
lemke13;299452848;727175735476003000;R;YES;NO;NO;NO;NO;0;0;19909;280;218
zasiasis;2543184462;727175660678959000;R;YES;NO;NO;NO;NO;0;0;29956;382;192
TedioreBKY;798317106;727175631914435000;R;YES;NO;NO;NO;NO;0;0;3529;166;778
Kylecrook_;1053134089;727175624100614000;R;YES;NO;NO;NO;NO;0;0;4008;600;223
littechris;735500888;727175623643378000;R;YES;NO;NO;NO;NO;0;0;19035;419;408
rocknreina;1070844558;727175483985564000;R;YES;NO;NO;NO;NO;0;0;3772;320;621
ArcillaRosalyn;2406946578;727175424850190000;R;YES;NO;NO;NO;NO;0;0;6718;212;269
odhwo;436474347;727175367476150000;R;YES;NO;NO;NO;NO;0;0;53625;439;470
JessiAbattage;331918779;727175355321213000;R;YES;NO;NO;NO;NO;0;0;35293;1136;834
yvvrhunz;2604449780;727175323054314000;R;YES;NO;NO;NO;NO;0;0;10749;197;216
shubhamtiwari4y;389912746;727175309162742000;R;YES;NO;NO;NO;NO;0;0;743;84;216
paulinotom;1302653467;727175306415481000;R;YES;NO;NO;NO;NO;0;0;11598;686;291
caaamieee;1064029381;727175306121880000;R;YES;NO;NO;NO;NO;0;0;5579;380;384
elizaaabeth_xo;375720052;727175247342891000;R;YES;NO;NO;NO;NO;0;0;47912;521;576
MakailaKribs;2535982588;727175237792502000;R;YES;NO;NO;NO;NO;0;0;1275;368;488
odieeeee_;2396052541;727175170385793000;R;YES;NO;NO;NO;NO;0;0;39595;478;356
SyafiqahKodri;434726808;727175156188090000;R;YES;NO;NO;NO;NO;0;0;39969;907;800
sydkat6;1335484093;727175094817030000;R;YES;NO;NO;NO;NO;0;0;14536;865;659
Gabejaelen;781610288;727175092954870000;R;YES;NO;NO;NO;NO;0;0;3395;462;500
rose10052;4221892522;727174956518412000;R;YES;YES;NO;NO;NO;0;0;94483;2374;1069
princessuva;3389116443;727174948465209000;R;YES;NO;NO;NO;NO;0;0;7100;591;477
nasuhasulaiman;103532501;727174897227583000;R;YES;NO;NO;NO;NO;0;0;1909;228;291
zacK_Long9;608061276;727174838331281000;R;YES;NO;NO;NO;NO;0;0;3677;405;618
emmyazhar;952047926;727174829565047000;R;YES;NO;NO;NO;NO;0;0;18383;520;219
RudeDoody;328434145;727174815459717000;R;YES;NO;NO;NO;NO;0;0;35349;1292;1454
DiazSammie;2607523827;727174696115032000;R;YES;NO;NO;NO;NO;0;0;4540;205;239
MaggieBiosource;716403128795410000;727174157796958000;NR;NO;YES;NO;NO;NO;0;0;22;30;28
FalakSaleem159;434807646;727173908185682000;R;YES;YES;NO;NO;NO;0;0;12940;15960;7675
jerriann;15042366;727171015248204000;NR;NO;YES;NO;NO;NO;0;0;9952;2333;2300
ConcentraHealth;88727397;727170883861799000;NR;NO;YES;NO;NO;NO;0;0;3252;1910;839
enkefalon;4514989823;727169577868735000;NR;NO;YES;NO;NO;NO;0;0;3997;267;91
Erst_Officer;2418430788;727169419760288000;R;NO;NO;NO;NO;YES;0;0;18953;731;511
KinolaiHealth;3041054075;727167966127657000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
KinolaiHealth;3041054075;727167965024539000;R;NO;YES;NO;NO;NO;0;0;20356;5295;5572
KinolaiHealth;3041054075;727167964256997000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
KinolaiHealth;3041054075;727167962617025000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
rivcohealthpio;1360027195;727166456115294000;NR;YES;YES;NO;NO;NO;0;0;387;152;363
Aethlon_Medical;2729578734;727165779116847000;NR;NO;YES;NO;NO;NO;0;0;783;1343;440
_SummerStory_;577410689;727165467593314000;R;YES;YES;NO;NO;NO;0;0;28385;1204;2116
Stugotts222;18522077;727165441236439000;R;NO;NO;NO;NO;NO;0;0;439;181;523
SarahLeeAnne;1347622494;727164705974981000;R;NO;YES;NO;NO;NO;0;0;31160;790;1309
my_healthquest;540258509;727163487164744000;NR;NO;YES;NO;NO;NO;0;0;3620;1986;494
SoResearchNews;90743135;727162840587600000;R;NO;NO;NO;NO;NO;0;0;524;840;491
bugpatchamerica;724377015118389000;727161891273871000;NR;YES;YES;NO;NO;NO;0;0;511;39;97
gary_prihar;3318371822;727161721211642000;NR;YES;YES;NO;NO;NO;0;0;1334;277;1048
AngelaRMCrane_;4875008381;727161369074799000;R;YES;YES;NO;NO;NO;0;0;482;45;55
AngelaRMCrane_;4875008381;727161124735607000;NR;YES;YES;NO;NO;NO;0;0;482;45;55
hollywoodjew;82672278;727158945958125000;R;NO;NO;NO;NO;NO;0;0;1779;1379;315
APHealth1;1421187667;727156892951261000;NR;NO;YES;NO;NO;NO;0;0;14213;721;1744
greg_folkers;41626609;727156805323870000;NR;YES;YES;NO;NO;NO;0;0;7916;1815;172
profvrr;14095644;727156403148865000;NR;NO;YES;YES;NO;NO;0;16;6003;9574;324
BurnabyDFP;1738699026;727155802444841000;NR;NO;YES;YES;NO;NO;0;2;3568;499;419
JessicaGG25;458085775;727154796122231000;R;YES;YES;NO;NO;NO;0;0;24416;2051;2033
RonJellison;466910067;727153535268213000;R;YES;NO;NO;NO;NO;0;0;90627;3448;3521
tiniskwerl;2183520866;727153446445453000;R;NO;YES;NO;NO;NO;0;0;309187;1090;185
SoResearchNews;90743135;727153332771545000;R;NO;NO;NO;NO;NO;0;0;524;840;491
WholeLottaJulie;531223735;727152833007505000;NR;NO;YES;NO;NO;NO;0;0;79203;656;796
WelaPMsimanga;1510965468;727152567365558000;R;YES;YES;NO;NO;NO;0;0;107395;1702;3060
FluTrackers;19087092;727152393700430000;R;NO;YES;YES;NO;NO;0;1;75678;5352;398
MMadiiiiii;2374511185;727152186556195000;R;YES;NO;NO;NO;NO;0;0;27826;865;314
bobbycblanchard;403765458;727151956486066000;NR;YES;YES;NO;NO;NO;0;0;30259;4508;937
StupidBoomers;187059363;727151759462797000;R;NO;NO;YES;NO;YES;0;1;98893;12134;13350
BoomMan1976;4878945347;727150613264503000;R;NO;YES;YES;NO;NO;0;1;2294;1385;2833
Teefire_;324512828;727147547182162000;R;YES;NO;NO;NO;NO;0;0;36171;1217;988
HCPHES;143092332;727146294209184000;NR;NO;YES;NO;NO;NO;0;0;7057;877;633
ZikaVirusNews;4579860622;727146272038130000;R;NO;YES;NO;NO;NO;0;0;1791;23;0
Rastridd;707455219702112000;727146149530849000;R;NO;NO;NO;NO;NO;0;0;163;5;10
barnes_weise;707212147240129000;727144782032720000;R;YES;YES;NO;NO;NO;0;0;646;53;42
French_Notes;519427639;727144138232078000;R;NO;YES;NO;NO;NO;0;0;10887;1508;1005
reganholworthy;2955181498;727143964042744000;R;YES;NO;NO;NO;NO;0;0;117;167;1575
stillpirates58;1158208896;727143651147698000;R;YES;NO;NO;NO;NO;0;0;46329;395;506
Irenie_M;190988640;727143074250547000;NR;NO;YES;YES;NO;NO;0;1;74964;9725;7631
brendap1949;4861620111;727142909385003000;R;NO;YES;NO;NO;NO;0;0;1047;242;638
jasonproth;1057852710;727140468388192000;NR;NO;YES;NO;NO;NO;0;0;177;19;72
jjunebrown;232979512;727139987225981000;R;NO;YES;NO;NO;NO;0;0;17542;28791;17232
OkeechobeeLady;547839797;727139855671550000;R;NO;YES;NO;NO;NO;0;0;13180;856;848
jaybrizzy;137251882;727138792826626000;R;YES;NO;NO;NO;NO;0;0;17852;636;808
tiiony;139457954;727138201652044000;R;YES;NO;NO;NO;NO;0;0;26966;901;1386
Merton_G3;246911431;727136946649100000;NR;NO;YES;NO;NO;NO;0;0;42635;1304;2371
raadfadaak;1451383494;727136082039591000;R;YES;YES;NO;NO;NO;0;0;223;72;286
CIDRAP;36406830;727136014049927000;R;YES;YES;NO;NO;NO;0;0;9205;5712;99
KinolaiHealth;3041054075;727135533105697000;R;NO;YES;NO;NO;NO;0;0;20356;5295;5572
KinolaiHealth;3041054075;727135531507667000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
jeromeragay;2305309376;727134363092013000;NR;YES;YES;NO;NO;NO;0;0;752;138;179
djlyles45;2312175253;727133754431394000;R;NO;YES;YES;NO;NO;0;2;21433;1439;1702
carolrclark;16983297;727133312700011000;NR;YES;YES;NO;NO;NO;0;0;5244;1544;1059
AVMosquito;588431356;727131116432282000;R;YES;YES;NO;NO;NO;0;0;5890;358;257
Aranca_BR;4887218932;727130778665103000;R;NO;YES;NO;NO;NO;0;0;204;43;111
Ana_Gocanes;4587161594;727130579964183000;R;YES;YES;NO;NO;NO;0;0;17782;722;608
judithfish;233060965;727130548745855000;NR;YES;YES;NO;NO;NO;0;0;1715;199;551
F_C_J_R;71344581;727128857183134000;NR;NO;YES;NO;NO;NO;0;0;16905;2651;4991
ZikaVirusNews;4579860622;727128571244741000;NR;NO;YES;NO;NO;NO;0;0;1791;23;0
ZikaVirusNews;4579860622;727128570074530000;NR;NO;YES;NO;NO;NO;0;0;1791;23;0
Barbara_Fraser;24312585;727128134290674000;R;NO;YES;NO;NO;NO;0;0;3663;2118;1279
RobertTGarrett;48523902;727127098729484000;NR;NO;YES;YES;NO;NO;0;1;8559;4243;1995
SmarterRegs;2752834070;727125502272610000;NR;NO;YES;NO;NO;NO;0;0;16499;455;699
Gate_15_Analyst;2478688363;727125313122111000;NR;NO;YES;NO;NO;NO;0;0;19035;578;699
F_C_J_R;71344581;727124791161823000;NR;NO;YES;NO;NO;NO;0;0;16905;2651;4991
DianneSteiner;615360297;727124009075249000;R;YES;YES;NO;NO;NO;0;0;39009;601;347
ATLFM1005;739306338;727123576743145000;R;NO;YES;NO;NO;NO;0;0;8061;517;121
Jared_N_Jenkins;3227382396;727123263143481000;R;YES;YES;NO;NO;NO;0;0;16887;278;171
SevenCornersInc;114571212;727122068274307000;R;NO;YES;NO;NO;NO;0;0;2445;1314;2004
CrisesControl;2689824926;727121465091351000;NR;NO;YES;YES;NO;NO;0;1;1067;808;2432
Gate_15_Analyst;2478688363;727121417804767000;NR;NO;YES;NO;NO;NO;0;0;19035;578;699
_mapin_;336949781;727120737144738000;R;YES;NO;NO;NO;NO;0;0;8350;84;96
F_C_J_R;71344581;727120243869540000;NR;NO;YES;NO;NO;NO;0;0;16905;2651;4991
AmirahOna;709211706;727120053108253000;R;YES;NO;NO;NO;NO;0;0;49489;690;568
JaleaAJ;4852055979;727120028756140000;R;YES;NO;NO;NO;NO;0;0;1082;118;621
sunndri;1660846435;727119663298175000;R;YES;NO;NO;NO;NO;0;0;110266;661;60
KinolaiHealth;3041054075;727119179799613000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
KinolaiHealth;3041054075;727119178126127000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
KinolaiHealth;3041054075;727119175840223000;R;NO;YES;NO;NO;NO;0;0;20356;5295;5572
DayshaDeola;2545057094;727118848542003000;R;YES;NO;NO;NO;NO;0;0;941;1253;1295
LynYlngxx;2785777100;727118801796391000;R;YES;NO;NO;NO;NO;0;0;8965;445;348
Re_ElSharkawy;2182207074;727118730354938000;R;YES;NO;NO;NO;NO;0;0;6754;894;391
Gate_15_Analyst;2478688363;727118345682584000;NR;NO;YES;NO;NO;NO;0;0;19035;578;699
SuJu_Myprinces;1338048374;727118092900299000;R;YES;NO;NO;NO;NO;0;0;124479;1005;1210
muktar_shettima;1694585712;727118003251384000;R;YES;NO;NO;NO;NO;0;0;1869;106;81
albersyr1;705129686079283000;727117628217643000;R;YES;NO;NO;NO;NO;0;0;556;85;449
Shinnnnn_;1107144972;727117606855938000;R;YES;NO;NO;NO;NO;0;0;16468;914;666
manji68;181433779;727117545967247000;R;NO;YES;YES;NO;NO;0;1;35278;621;519
ronakparikh83;221695334;727117493123215000;R;YES;NO;NO;NO;NO;0;0;6883;529;374
ashleymcadams14;1578414732;727117455265555000;R;YES;NO;NO;NO;NO;0;0;11544;389;297
pravallikaNb;94702876;727117193268347000;R;YES;NO;NO;NO;NO;0;0;612;140;1976
BettyGibet;4886272079;727116058104984000;R;YES;YES;NO;NO;NO;0;0;8687;187;143
TerryBelveal;3820101447;727115157474840000;R;YES;YES;NO;NO;NO;0;0;1601;245;532
TeratologySoc;1259497074;727114276549349000;NR;YES;YES;NO;NO;NO;0;0;296;61;56
ImLndsay;607967849;727113167021568000;R;YES;NO;NO;NO;NO;0;0;3174;244;96
ZikaVirusNews;4579860622;727112395026391000;R;NO;YES;NO;NO;NO;0;0;1791;23;0
pamtayl;25213883;727111911851069000;R;NO;YES;NO;NO;NO;0;0;122;6;17
KristieCrespo;27934808;727111778035864000;R;NO;YES;NO;NO;NO;0;0;8249;4105;4463
